OID_,CTR_MN_ISO,CTR_MN_NM,UC_NM_MN,UC_NM_LST,Total_POP,Access_POP,SDG1121pct,Shape_Length,Shape_Area
6008,IND,India,Hindaun,Hindaun,69748.431441307111527,13257.699467659007496,19.007881888806743,0.216946959718527,0.001445902525932
6009,IND,India,Jejuri,Jejuri,14382.282577276213487,-9999.000000000000000,-9999.000000000000000,0.171276694978024,0.000764825010206
6010,IND,India,Jhalrapatan,Jhalrapatan,30290.244381904642069,4188.805317878719507,13.828892448227039,0.198634294662452,0.001330674711411
6011,IND,India,Kali Devi,Kali Devi,8878.197131633758545,-9999.000000000000000,-9999.000000000000000,0.097441516096121,0.000360206301637
6012,IND,India,Bulandshahr,Bulandshahr,253367.624028207006631,26572.715806961092312,10.487810314708087,0.325139430791913,0.004036706549697
6013,IND,India,Chhata,Chhata; Ranwari; Bhadawal,13724.179308652890541,5006.720199108120141,36.481017090409587,0.098602219643165,0.000455811060909
6014,IND,India,Kankavali,Kankavali,9692.905393242850550,2730.590463161470325,28.171021508834986,0.166197940280645,0.001008712896316
6015,IND,India,Singhawali,Singhawali,36819.028702735879051,15133.386840820310681,41.102080565465293,0.161609598508497,0.000920571119249
6016,IND,India,Kudal,Kudal,13319.621342420572546,-9999.000000000000000,-9999.000000000000000,0.166008354462736,0.001007382592354
6017,IND,India,Karauli,Karauli,46106.525474548259808,9512.487249374395105,20.631542176444153,0.155502735665562,0.000901569075345
6018,IND,India,Sheopur,Sheopur,35226.470313310644997,14117.131390571605152,40.075350340273317,0.136323316096743,0.000805877145567
6019,IND,India,N/A,-,108117.465172290787450,-9999.000000000000000,-9999.000000000000000,0.312041734025487,0.002884988131435
6020,IND,India,Shrirampur,Shrirampur,64555.723420381502365,19644.251253128033568,30.429914207925872,0.251750722891195,0.001799070731208
6021,IND,India,Kotdwar,Kotdwar,24933.783823490179202,-9999.000000000000000,-9999.000000000000000,0.163056187106764,0.001022383586891
6022,IND,India,Govardhan,Govardhan,80052.880011081855628,-9999.000000000000000,-9999.000000000000000,0.233798211782837,0.001546533741943
6023,IND,India,Kumher,Kumher,11915.964511394504370,-9999.000000000000000,-9999.000000000000000,0.079819491242637,0.000363296774130
6024,IND,India,Ujjain,Ujjain,327313.065021515067201,38630.216432571403857,11.802222569402216,0.500088475057501,0.005179074203707
6025,IND,India,Amalner,Amalner,48759.374218702389044,13366.544895172113684,27.413282285409551,0.152888903953658,0.001123990075640
6026,IND,India,Vaijapur,Vaijapur,24927.834516048427759,-9999.000000000000000,-9999.000000000000000,0.113962086069768,0.000515034246953
6027,IND,India,Baran,Baran,56074.379776001092978,15810.377418518064587,28.195367441736156,0.235421885703965,0.001604014091482
6028,IND,India,Srinagar,Srinagar,19044.939990639708412,-9999.000000000000000,-9999.000000000000000,0.248450045096611,0.001494340553881
6029,IND,India,Khurja,Khurja,154799.723286629072390,26426.870065689094190,17.071652005964374,0.337460282019851,0.003297474381436
6030,IND,India,Baroda,Baroda,6225.714404582977295,-9999.000000000000000,-9999.000000000000000,0.078699776933736,0.000268207024572
6031,IND,India,N/A,-,20785.128503084182739,-9999.000000000000000,-9999.000000000000000,0.171518929916128,0.000871658242790
6032,IND,India,Chandpur,Chandpur,67631.361833095623297,23778.761974334687693,35.159371820749726,0.289509251783928,0.002032568716774
6033,IND,India,Garhmuktesar,Garhmuktesar,29706.949958801269531,-9999.000000000000000,-9999.000000000000000,0.121240329615208,0.000460379370816
6034,IND,India,Balwadi,Balwadi,5763.145761013033734,-9999.000000000000000,-9999.000000000000000,0.059172099092227,0.000173396240777
6035,IND,India,Agar,Agar,21647.510107994090504,-9999.000000000000000,-9999.000000000000000,0.116588182887085,0.000705152294692
6036,IND,India,Nagina,Nagina,37103.831011056863645,-9999.000000000000000,-9999.000000000000000,0.181527030890642,0.001019364909596
6037,IND,India,Bayana,Bayana,26553.291329145409691,11051.784908294672277,41.621148848557425,0.137716491838798,0.000724023433250
6038,IND,India,Supe,Supe,4510.157181620592382,-9999.000000000000000,-9999.000000000000000,0.134050844402430,0.000597273365076
6039,IND,India,Pauri,Pauri,4644.876884818076178,-9999.000000000000000,-9999.000000000000000,0.122758582558979,0.000466559397692
6040,IND,India,Nahtaur,Nahtaur,27982.820096015937452,-9999.000000000000000,-9999.000000000000000,0.102946228123383,0.000370231500844
6041,IND,India,Rahuri,Rahuri,14764.680913686723216,-9999.000000000000000,-9999.000000000000000,0.130840361423580,0.000684388830891
6042,IND,India,Siyana,Siyana,17555.462145328525366,-9999.000000000000000,-9999.000000000000000,0.080719295142795,0.000367750193550
6043,IND,India,Pithampur,Pithampur,83034.246590137481689,-9999.000000000000000,-9999.000000000000000,0.270111115307235,0.002098050406308
6044,IND,India,Parola,Parola,11840.782207012176514,-9999.000000000000000,-9999.000000000000000,0.093755480222437,0.000431819675204
6045,IND,India,Chalisgaon,Chalisgaon,56212.972045898350189,16558.591573715213599,29.456886855573050,0.211281271176572,0.001378136601742
6046,IND,India,Dhanaura,Dhanaura,18606.883723735809326,7197.002654552463355,38.679247752656352,0.102634995036023,0.000461142069962
6047,IND,India,N/A,-,4397.427698373795465,-9999.000000000000000,-9999.000000000000000,0.061734783687789,0.000182928929704
6048,IND,India,Uchain,Uchain,6721.694323062893091,-9999.000000000000000,-9999.000000000000000,0.079686099929323,0.000271925777241
6049,IND,India,Vrindavan,Vrindavan,110308.895430564545677,24151.977779388464114,21.894859598690477,0.264498624068145,0.002093792397304
6050,IND,India,Bharatpur,Bharatpur,173802.126085281139240,25361.430509567257104,14.592129038239147,0.260767378073170,0.002812979678754
6051,IND,India,Sawantwadi,Sawantwadi,9484.566857576372058,-9999.000000000000000,-9999.000000000000000,0.165948144452279,0.000755181001606
6052,IND,India,Gajraula,Gajraula,98709.104611873670365,17740.856639862053271,17.972867558286062,0.267152659544484,0.002302854362482
6053,IND,India,Mathura,Mathura,191693.743219614087138,43341.204703330979100,22.609608417775608,0.541188985044450,0.006731916742562
6054,IND,India,Karad,Karad; Malkapur,102300.564126729776035,6138.486053466798694,6.000442036529183,0.316972579574984,0.002958013149754
6055,IND,India,Khair,Khair,20225.110469818140700,-9999.000000000000000,-9999.000000000000000,0.144890313838112,0.000639416376082
6056,IND,India,Indore,Indore,2752937.265233983285725,439990.618242264026776,15.982587899796110,1.337745489646743,0.024489163251267
6057,IND,India,Maheshwar,Maheshwar,19937.117190599445166,-9999.000000000000000,-9999.000000000000000,0.112077109961856,0.000610019466622
6058,IND,India,Panaji,Panaji,168309.826227187877521,-9999.000000000000000,-9999.000000000000000,0.713112453065416,0.007452903465240
6059,IND,India,Chopda,Chopda,36475.190405845612986,-9999.000000000000000,-9999.000000000000000,0.114811215359903,0.000779222415636
6060,IND,India,Noorpur,Noorpur,28244.570610046401271,-9999.000000000000000,-9999.000000000000000,0.121654217015609,0.000554368894199
6061,IND,India,Shikarpur,Shikarpur,25595.310614585898293,-9999.000000000000000,-9999.000000000000000,0.179614428223634,0.001099551699849
6062,IND,India,Mant,Mant,11234.810360908506482,-9999.000000000000000,-9999.000000000000000,0.080046032651807,0.000364358996899
6063,IND,India,Ahmadnagar,Ahmadnagar,262370.914660214271862,16215.481866836558765,6.180365642981662,0.622460440029622,0.007259267559775
6064,IND,India,Dhampur,Dhampur,80712.678699493393651,23731.562372207652515,29.402521084158561,0.184155527034980,0.001017929884084
6065,IND,India,N/A,-,25238.561625003821973,-9999.000000000000000,-9999.000000000000000,0.174933340733586,0.000850468144229
6066,IND,India,Jahangirabad,Jahangirabad,30481.703787803679006,-9999.000000000000000,-9999.000000000000000,0.120859934871652,0.000642190262983
6067,IND,India,Gabhana,Gabhana,12558.780646085733679,-9999.000000000000000,-9999.000000000000000,0.182222171699291,0.000731513590780
6068,IND,India,Vasco da Gama,Vasco da Gama,96588.881607055489440,2395.178293228149869,2.479766049028556,0.358858760584300,0.003013170276156
6069,IND,India,Phaltan,Phaltan,37082.185744285619876,-9999.000000000000000,-9999.000000000000000,0.167529467588581,0.001102932815717
6070,IND,India,Hasanpur,Hasanpur,22999.321280002604908,-9999.000000000000000,-9999.000000000000000,0.121204214637348,0.000644135767097
6071,IND,India,N/A,-,24648.958705663691944,-9999.000000000000000,-9999.000000000000000,0.282542220598628,0.002665833665807
6072,IND,India,Gonda,Gonda,6818.751238107684003,-9999.000000000000000,-9999.000000000000000,0.098745743346206,0.000365052271198
6073,IND,India,Gokul,Gokul,128423.226568937330740,18972.145917892456055,14.773142230395791,0.332037146086900,0.001999725068196
6074,IND,India,Sherkot,Sherkot,45507.648859977743996,-9999.000000000000000,-9999.000000000000000,0.119030778299996,0.000647864848913
6075,IND,India,Daund,Daund,26533.392948865879589,10673.275739669801624,40.225823211674857,0.164391309262733,0.001275947598266
6076,IND,India,Pahasu,Pahasu,9990.252451896665661,-9999.000000000000000,-9999.000000000000000,0.080416996598409,0.000274631858509
6077,IND,India,Khargone,Khargone,40771.704985857002612,-9999.000000000000000,-9999.000000000000000,0.174511170829090,0.001216987472318
6078,IND,India,Bhadgaon,Bhadgaon,21834.952133655518992,-9999.000000000000000,-9999.000000000000000,0.152587537100686,0.000689951332568
6079,IND,India,Islampur,Islampur,58772.862230300881492,-9999.000000000000000,-9999.000000000000000,0.262248259977133,0.001519381361260
6080,IND,India,Kodoli,Kodoli,61604.813123464511591,-9999.000000000000000,-9999.000000000000000,0.269178856186334,0.001770767295356
6081,IND,India,Jirapur,Jirapur,7445.894698262207385,-9999.000000000000000,-9999.000000000000000,0.095736477709393,0.000353391597224
6082,IND,India,Kannad,Kannad,21387.116984844200488,-9999.000000000000000,-9999.000000000000000,0.131489614679408,0.000602125710096
6083,IND,India,Bhagwanpur,Bhagwanpur,1047.206846952437900,-9999.000000000000000,-9999.000000000000000,0.055837495593423,0.000173599834131
6084,IND,India,Kolhapur,Kolhapur,503025.338372231868561,66977.648337364153122,13.314965117681933,0.544180005590312,0.007329431657944
6085,IND,India,Seohara,Seohara,79339.245420932536945,30932.870162010178319,38.988107333132035,0.284029924678651,0.002218556806942
6086,IND,India,Dewas,Dewas,180054.341653823532397,21136.205326080322266,11.738792373425342,0.302763907097118,0.003417768581240
6087,IND,India,Amroha,Amroha,147184.206651687738486,-9999.000000000000000,-9999.000000000000000,0.239923083474982,0.002028006009927
6088,IND,India,Rupbas,Rupbas,8300.985803842531823,5944.451704025264917,71.611394652350455,0.079638280569635,0.000362253242827
6089,IND,India,Aklera,Aklera,21417.806773662570777,-9999.000000000000000,-9999.000000000000000,0.099255880697379,0.000443101299995
6090,IND,India,Baramati,Baramati,104022.376207590088597,25425.492191314693628,24.442329735455061,0.311252019784198,0.002887655581750
6091,IND,India,Mudhaltitta,Mudhaltitta; Bidri,16110.220286130926979,-9999.000000000000000,-9999.000000000000000,0.166328992362685,0.000757148492182
6092,IND,India,Shrigonda,Shrigonda,8177.988177299497693,-9999.000000000000000,-9999.000000000000000,0.109695754943586,0.000510866039376
6093,IND,India,Aligarh,Aligarh,926383.145308494102210,68161.575984954819432,7.357816938935819,0.679165957645549,0.010592412944983
6094,IND,India,N/A,-,833.126260042190552,-9999.000000000000000,-9999.000000000000000,0.038360180696257,0.000086807393506
6095,IND,India,Joya,Joya,31780.044602870890230,-9999.000000000000000,-9999.000000000000000,0.205110415977579,0.001105451323638
6096,IND,India,Iglas,Iglas,16635.992797851569776,-9999.000000000000000,-9999.000000000000000,0.098645688362395,0.000546898796643
6097,IND,India,Fatehpur Sikri,Fatehpur Sikri,24443.390551090236841,11176.037600040433972,45.722125073773519,0.137969649973073,0.000725124657189
6098,IND,India,Baseri,Baseri,8363.175932645795911,5249.977775096894220,62.774929253891600,0.119226341598188,0.000632573264377
6099,IND,India,Margao,Margao; Curtorim,120283.438459396129474,-9999.000000000000000,-9999.000000000000000,0.634394702518966,0.006858728659559
6100,IND,India,Sahaspur,Sahaspur,14951.464326381681531,-9999.000000000000000,-9999.000000000000000,0.102798506638725,0.000369500252909
6101,IND,India,Anupshahr,Anupshahr,14589.230137348169592,-9999.000000000000000,-9999.000000000000000,0.102155368240233,0.000366818347253
6102,IND,India,Pachora,Pachora,40620.290534973159083,15152.930154800427772,37.303844840189043,0.156031059533734,0.000862451270308
6103,IND,India,N/A,-,86067.885560989248916,-9999.000000000000000,-9999.000000000000000,0.292179914865870,0.002107046192457
6104,IND,India,N/A,-,56156.878139495864161,-9999.000000000000000,-9999.000000000000000,0.240962042118882,0.001462521180394
6105,IND,India,N/A,-,21728.554000377647753,-9999.000000000000000,-9999.000000000000000,0.076754996387715,0.000260547175598
6106,IND,India,Chhipabarod,Chhipabarod,8517.498523712150927,-9999.000000000000000,-9999.000000000000000,0.096178771704710,0.000443824129753
6107,IND,India,Shajapur,Shajapur,30469.766675233822752,4894.273033380508423,16.062719106276045,0.155185358423334,0.001143292629878
6108,IND,India,Kanth,Kanth,36182.677373886115674,-9999.000000000000000,-9999.000000000000000,0.218670522145093,0.001292704348962
6109,IND,India,Dibai,Dibai,33398.202386379307427,-9999.000000000000000,-9999.000000000000000,0.241374266064833,0.001648348873385
6110,IND,India,N/A,-,2045.432858228682107,-9999.000000000000000,-9999.000000000000000,0.078725652512347,0.000268207047838
6111,IND,India,Gokul Shirgaon,-,43815.224941730470164,-9999.000000000000000,-9999.000000000000000,0.149588890419831,0.000926475848976
6112,IND,India,Ponda,Ponda; Bandora,21757.603091478365968,364.286301612854118,1.674294268910212,0.206442912172397,0.001506632440095
6113,IND,India,Sabalgarh,Sabalgarh,27664.684581756555417,17896.395885467518383,64.690402786190560,0.121873591189701,0.000539860233637
6114,IND,India,Jalgaon,Jalgaon,383804.795691013045143,50360.061346054062597,13.121269434735547,0.444698062383162,0.004494790931394
6115,IND,India,Chamoli Gopeshwar,Chamoli Gopeshwar,3471.273096799847735,-9999.000000000000000,-9999.000000000000000,0.082090283947837,0.000374285792309
6116,IND,India,Kiraoli,Kiraoli,13909.696050643929993,9769.907951354991383,70.238112434546878,0.079740337970558,0.000362717781560
6117,IND,India,Moradabad,Moradabad,1144258.313050748314708,102805.658403396693757,8.984479923008204,1.246743366819949,0.013724524328174
6118,IND,India,Runkata,Runkata,43383.312353611072467,7121.177316665648505,16.414554192224802,0.285352607715465,0.001542833047502
6119,IND,India,Kagal,Kagal,23532.558608055096556,-9999.000000000000000,-9999.000000000000000,0.129067350929534,0.000757831530645
6120,IND,India,Hathras,Hathras,165083.547982216347009,25029.467159271251148,15.161696889363958,0.585641035067199,0.004189752194912
6121,IND,India,Bari,Bari,27274.764146089575661,17409.784743309013720,63.831110142908607,0.119142919237641,0.000631998884307
6122,IND,India,Bijeypur,Bijeypur,10621.160148859034962,-9999.000000000000000,-9999.000000000000000,0.118597313513317,0.000449133180450
6123,IND,India,Ranjangoan,Ranjangoan; Waladgaon village; Waluj Buzurg,168245.756007909774780,-9999.000000000000000,-9999.000000000000000,0.338332829057111,0.003431456477917
6124,IND,India,N/A,-,1361.548591613769759,-9999.000000000000000,-9999.000000000000000,0.141846379344230,0.000621984013190
6125,IND,India,Jaspur,Jaspur,30918.483920574162767,-9999.000000000000000,-9999.000000000000000,0.143562598242660,0.000740123822642
6126,IND,India,Chhabra,Chhabra,16022.465042829504455,-9999.000000000000000,-9999.000000000000000,0.114182023925099,0.000621572247317
6127,IND,India,Vita,Vita,9745.123590588566003,-9999.000000000000000,-9999.000000000000000,0.112510831467997,0.000507062823911
6128,IND,India,Atrauli,Atrauli,34365.324556827530614,3640.238861083986194,10.592767296768535,0.238088866483525,0.001554230545286
6129,IND,India,Sadabad,Sadabad,23502.190605640393187,-9999.000000000000000,-9999.000000000000000,0.141403238240832,0.000636481279943
6130,IND,India,Agra,Agra,1890837.296957988524809,216077.384830474591581,11.427603272798979,0.932737882241162,0.019138702491956
6131,IND,India,Sarangpur,Sarangpur,26101.896210670463915,3197.065444946289517,12.248403024602190,0.095453807903148,0.000440195589789
6132,IND,India,Aurangabad,Aurangabad,1179905.449169635307044,81046.110820770350983,6.868864863519929,0.607797064783022,0.009438451699157
6133,IND,India,Sambhal,Sambhal,201838.689702987467172,26924.363873481743212,13.339545511864886,0.298385809955511,0.002940525009998
6134,IND,India,Babrala,Babrala,40399.151991844075383,8515.668478965757458,21.078829775152034,0.179698519093266,0.001649338563810
6135,IND,India,Jairampur,Jairampur; Narora,44187.757906436956546,-9999.000000000000000,-9999.000000000000000,0.321801108611868,0.002197190433954
6136,IND,India,Kheragarh,Kheragarh,17745.708842277537769,-9999.000000000000000,-9999.000000000000000,0.119438394982998,0.000543116596316
6137,IND,India,Barwaha,Barwaha,26331.427872180989652,9974.079693317416968,37.878992896754291,0.206766861238002,0.001220633243442
6138,IND,India,Ichalkaranji,Ichalkaranji,209362.424840449675685,-9999.000000000000000,-9999.000000000000000,0.312610366243093,0.003623053781739
6139,IND,India,Nippani,Nippani,43798.708828449220164,-9999.000000000000000,-9999.000000000000000,0.162747243781531,0.000925364381556
6140,IND,India,Gadahinglaj,Gadahinglaj,25151.245785713213991,-9999.000000000000000,-9999.000000000000000,0.186663482338686,0.001092571053280
6141,IND,India,Thakurdwara,Thakurdwara; Kashipur,210445.045989036036190,37884.470310211137985,18.002072765440555,0.452141208806676,0.004991971826511
6142,IND,India,Hathras,Hathras; Hathras,23294.145035505323904,-9999.000000000000000,-9999.000000000000000,0.237286705344070,0.001912947135387
6143,IND,India,Yawal,Yawal,12067.287210583677734,-9999.000000000000000,-9999.000000000000000,0.093952483940278,0.000432702446462
6144,IND,India,Chitegaon,Chitegaon; Bidkin,25810.012518644336524,-9999.000000000000000,-9999.000000000000000,0.220844802614472,0.001200472781074
6145,IND,India,Ratanpur,-,14261.813602924332372,-9999.000000000000000,-9999.000000000000000,0.140097165413292,0.000644492985618
6146,IND,India,Kailaras,Kailaras,23936.391063213348389,14150.348577499391467,59.116466388479068,0.121929701160635,0.000540102155431
6147,IND,India,Sanawad,Sanawad,17971.129264116279955,7383.040161132810681,41.082783683910343,0.133053208929433,0.000784330717888
6148,IND,India,N/A,-,14185.232802391061341,-9999.000000000000000,-9999.000000000000000,0.080773884789186,0.000367779998857
6149,IND,India,Sonkach,Sonkach,16042.408817768095105,-9999.000000000000000,-9999.000000000000000,0.098378275588448,0.000350595419269
6150,IND,India,Bhikangaon,Bhikangaon,17792.693752050421608,-9999.000000000000000,-9999.000000000000000,0.097739782861958,0.000434746159685
6151,IND,India,Manoharthana,Manoharthana,8180.224813222890589,-9999.000000000000000,-9999.000000000000000,0.095924410824867,0.000353994041504
6152,IND,India,Rajgarh,Rajgarh,9283.385717034334448,-9999.000000000000000,-9999.000000000000000,0.116863008250741,0.000530007503374
6153,IND,India,Kada,Kada,5434.673496484756470,-9999.000000000000000,-9999.000000000000000,0.075592573218193,0.000255886494243
6154,IND,India,Sangli,Sangli,494840.556027890881523,63168.368137359553657,12.765398342531812,0.524111123375184,0.006914296920417
6155,IND,India,Shevgaon,Shevgaon,18978.686656713489356,-9999.000000000000000,-9999.000000000000000,0.113654941890273,0.000769772953522
6156,IND,India,Pathardi,Pathardi,12930.285920143114708,-9999.000000000000000,-9999.000000000000000,0.113549538627263,0.000512621528985
6157,IND,India,Tasgaon,Tasgaon,18615.683769702922291,-9999.000000000000000,-9999.000000000000000,0.149857520383079,0.000759586638664
6158,IND,India,Jaysingpur,Jaysingpur,50319.667387485489598,4394.997700691222235,8.734154911731903,0.170188410620045,0.001264263747809
6159,IND,India,N/A,-,20838.888315200762008,-9999.000000000000000,-9999.000000000000000,0.118646539342558,0.000645454705769
6160,IND,India,Karjat,Karjat; Bargewadi,7186.514398574835468,-9999.000000000000000,-9999.000000000000000,0.109681596507663,0.000510689180591
6161,IND,India,Karwar,Karwar,55158.889581203417038,-9999.000000000000000,-9999.000000000000000,0.293391896128666,0.002504186582924
6162,IND,India,Pohari,Pohari,3026.942410945892334,-9999.000000000000000,-9999.000000000000000,0.096891231931685,0.000357743457104
6163,IND,India,Chharra,Chharra,15770.635350704198572,-9999.000000000000000,-9999.000000000000000,0.101829246584262,0.000456667120736
6164,IND,India,Dhaulpur,Dhaulpur,120376.948252677873825,17387.380121231086378,14.444111080747794,0.296541418049014,0.002709967719640
6165,IND,India,Bhusawal,Bhusawal,190557.816571235394804,41972.301845550558937,22.026019504616002,0.326726942919652,0.003458529681699
6166,IND,India,N/A,-,3113.351943969724744,-9999.000000000000000,-9999.000000000000000,0.078874507260027,0.000268698175179
6167,IND,India,Bahjoi,Bahjoi,25655.519829750035569,-9999.000000000000000,-9999.000000000000000,0.099312351723408,0.000458683570234
6168,IND,India,Motipura Chauki,Motipura Chauki,18489.678735733043140,-9999.000000000000000,-9999.000000000000000,0.117375482943722,0.000621357051338
6169,IND,India,N/A,-,8348.809207677841187,-9999.000000000000000,-9999.000000000000000,0.111744260052286,0.000434163307647
6170,IND,India,Sankeshwara,Sankeshwara,32721.461143732056371,-9999.000000000000000,-9999.000000000000000,0.128895191834201,0.000672469161360
6171,IND,India,Rāmnagar,Rāmnagar,16640.932163000114087,8831.126969337465198,53.068703620899548,0.140940186718444,0.000740965908719
6172,IND,India,Kundarkhi,Kundarkhi,21159.540697097803786,-9999.000000000000000,-9999.000000000000000,0.139999916965044,0.000643924531450
6173,IND,India,Pachore,Pachore,16070.236407399183008,1788.566463708877791,11.129683586268666,0.170076609542417,0.000793357097849
6174,IND,India,Ashti,Ashti,8688.134668588643763,-9999.000000000000000,-9999.000000000000000,0.113344299446669,0.000511490624688
6175,IND,India,Tanda,Tanda,63524.117212295517675,-9999.000000000000000,-9999.000000000000000,0.162059564353687,0.000922398388387
6176,IND,India,Bilari,Bilari,74026.361150741722668,15363.787477493278857,20.754481563949419,0.204818004239430,0.001470911452764
6177,IND,India,Jamner,Jamner,20260.054138183579198,10239.900752067573194,50.542316828111154,0.135369605152057,0.000690634083795
6178,IND,India,dehgaon,dehgaon,21641.715826392217423,-9999.000000000000000,-9999.000000000000000,0.300116370861561,0.002927769160189
6179,IND,India,Sikandra Rao,Sikandra Rao,37220.327755928017723,12681.328186988839661,34.070973985362265,0.200334333105412,0.001184817584489
6180,IND,India,Chikkodi,Chikkodi,21477.019890069968824,-9999.000000000000000,-9999.000000000000000,0.132578596388671,0.000757183170849
6181,IND,India,Paithan,Paithan,23875.832782745368604,-9999.000000000000000,-9999.000000000000000,0.130948822871210,0.000684757777929
6182,IND,India,Joura,Joura,33215.455579757719534,19899.773765563972120,59.911187181462012,0.100620273096950,0.000540292292463
6183,IND,India,N/A,-,7492.287302494049072,-9999.000000000000000,-9999.000000000000000,0.059401775064619,0.000184628307029
6184,IND,India,Jalesar,Jalesar,23317.894197940844606,4228.119578838349298,18.132510349977206,0.119980496797313,0.000636682839508
6185,IND,India,Etmadpur,Etmadpur; Tundla,160881.106575489073293,34564.443666458108055,21.484464150076999,0.340770660252779,0.003630114954731
6186,IND,India,Sillod,Sillod,31336.139263868320995,-9999.000000000000000,-9999.000000000000000,0.131558728432316,0.000774370736051
6187,IND,India,Indapur,Indapur,15409.454705238345923,-9999.000000000000000,-9999.000000000000000,0.092370089989976,0.000424509375042
6188,IND,India,Belagavi,Belagavi,314354.573193548480049,16318.188089370720263,5.191013422707103,0.524344090447422,0.007047083393147
6189,IND,India,Chandausi,Chandausi,149451.981991291162558,42052.404167175300245,28.137736018533243,0.282304826995681,0.002019194769762
6190,IND,India,Shamsabad,Shamsabad,27293.690574169169849,6827.753400325774237,25.015867245111838,0.159376611356683,0.000996344396938
6191,IND,India,Kumbhraj,Kumbhraj,7216.607361674303320,-9999.000000000000000,-9999.000000000000000,0.099258378116220,0.000354362439728
6192,IND,India,N/A,-,6076.390019297589788,-9999.000000000000000,-9999.000000000000000,0.241185230494915,0.001371808161990
6193,IND,India,Suar,Suar,17849.458166122454713,-9999.000000000000000,-9999.000000000000000,0.102760643868326,0.000461445739967
6194,IND,India,Islamnagar,Islamnagar,19223.453641414620506,-9999.000000000000000,-9999.000000000000000,0.117953805729689,0.000641753937395
6195,IND,India,Biaora,Biaora,36209.699250221223338,-9999.000000000000000,-9999.000000000000000,0.134660658707176,0.000706250267777
6196,IND,India,Akluj,Akluj,55859.778708934849419,-9999.000000000000000,-9999.000000000000000,0.259754493674880,0.002204534873829
6197,IND,India,Hukkeri,Hukkeri,12866.669557571422047,-9999.000000000000000,-9999.000000000000000,0.091548653066504,0.000336203562627
6198,IND,India,Bajpur,Bajpur,37898.230228424086818,-9999.000000000000000,-9999.000000000000000,0.240741483961449,0.001478730037393
6199,IND,India,Shujalpur,Shujalpur,20913.004702329635620,12683.172858238212939,60.647300752652541,0.137436319859787,0.000615414182309
6200,IND,India,N/A,-,8804.426241397854028,-9999.000000000000000,-9999.000000000000000,0.080806418140402,0.000275869080948
6201,IND,India,N/A,-,6525.123233556759260,-9999.000000000000000,-9999.000000000000000,0.203809842404969,0.001462321338181
6202,IND,India,Chachaura,Chachaura,7893.825729370121735,-9999.000000000000000,-9999.000000000000000,0.078023042899620,0.000265390897625
6203,IND,India,Morena,Morena,115736.691943168872967,23286.549743652325560,20.120282818422748,0.219783342106481,0.002164057158670
6204,IND,India,Raver,Raver,21190.191071748740796,-9999.000000000000000,-9999.000000000000000,0.114857726168665,0.000606082480880
6205,IND,India,Khanapur,Khanapur,7922.782176494600208,3064.910787105561212,38.684779144863683,0.128562780629698,0.000586588851190
6206,IND,India,Karmala,Karmala,6057.039745330816004,-9999.000000000000000,-9999.000000000000000,0.113124634568732,0.000425214893024
6207,IND,India,Rampur,Rampur,389626.075641632080078,56758.283115386890131,14.567372838667939,0.299146341150430,0.003315030343046
6208,IND,India,Jamkhed,Jamkhed,9015.879681825641455,-9999.000000000000000,-9999.000000000000000,0.113311257027334,0.000511296762803
6209,IND,India,Kavathe Mahankal,Kavathe Mahankal,10820.641437530519397,-9999.000000000000000,-9999.000000000000000,0.112392903318200,0.000506336141641
6210,IND,India,N/A,-,24732.428482532548514,-9999.000000000000000,-9999.000000000000000,0.234839239577752,0.001460185566697
6211,IND,India,Rajakhera,Rajakhera,12824.692375659949903,-9999.000000000000000,-9999.000000000000000,0.098011433844010,0.000361915555792
6212,IND,India,Bhokardan,Bhokardan,14019.839021682730163,-9999.000000000000000,-9999.000000000000000,0.131531107676026,0.000602123768807
6213,IND,India,Kusnal,Kusnal; Ugara Khurd; Ugara Budruk; Pharidakhanavadi,19283.521524429317651,-9999.000000000000000,-9999.000000000000000,0.149623963082013,0.000758073518069
6214,IND,India,Guna,Guna,72915.565305710028042,14256.931671142585401,19.552658765475062,0.216869335342063,0.001686924520612
6215,IND,India,Raibag,Raibag,16924.197575569160108,-9999.000000000000000,-9999.000000000000000,0.091660253298890,0.000504959963298
6216,IND,India,Sahaswan,Sahaswan; Seharwan,30289.847264766693115,-9999.000000000000000,-9999.000000000000000,0.163737644072011,0.000731636838444
6217,IND,India,N/A,-,17926.241650819767528,-9999.000000000000000,-9999.000000000000000,0.221750582280846,0.001639276867902
6218,IND,India,Khandwa,Khandwa,159497.397763728920836,35905.401134490959521,22.511590557533335,0.293205977765204,0.002520893066658
6219,IND,India,Maktainagar,Maktainagar,14043.937084197970762,-9999.000000000000000,-9999.000000000000000,0.114730146370350,0.000605267449527
6220,IND,India,Kasganj,Kasganj,109703.960535049613100,34256.819274902343750,31.226602127967272,0.277849626439952,0.001915809949679
6221,IND,India,Firozabad,Firozabad,518253.288794041029178,65898.485000610322459,12.715497696879838,0.481833528951850,0.005532814898725
6222,IND,India,Fatehabad,Fatehabad,22478.471431732203200,8867.534906387327283,39.449012061688897,0.159413930353737,0.000815303137222
6223,IND,India,Ashta,Ashta,35275.471950292616384,-9999.000000000000000,-9999.000000000000000,0.151532361532258,0.000789145141737
6224,IND,India,Chankot,Chankot; Sheru; Kausani; Kapari,438.200260639190617,-9999.000000000000000,-9999.000000000000000,0.040853404849040,0.000093042270384
